Plate No,Route,Source,Destination,Current Lat,Current Long,Next Waypoint 1,Next Waypoint 2,Speed,ETA to Next Stop,Status
GJ-01-MI-2103,936C,Ghatlodia,Bopal,23.082457,72.618488,"23.060243, 72.523264","23.029427, 72.526889",34 km/h,15 mins,Early
GJ-01-UP-9412,937A,Ghatlodia,Vaishnodevi,23.004486,72.564965,"23.062327, 72.510547","23.070247, 72.495658",36 km/h,6 mins,Early
GJ-01-JZ-8016,938C,Ghatlodia,Science City,23.09555,72.526525,"23.000800, 72.520549","23.132866, 72.490115",39 km/h,10 mins,Early
GJ-01-DR-6861,939D,Ghatlodia,Memnagar,23.048749,72.586759,"23.008590, 72.456477","23.089533, 72.555737",29 km/h,9 mins,Early
GJ-01-ZQ-9972,940C,Ghatlodia,CTM,23.020177,72.540929,"23.026998, 72.593005","23.066733, 72.501007",23 km/h,7 mins,Traffic
GJ-01-KK-3503,941C,Ghatlodia,Naroda,22.95704,72.614542,"23.041588, 72.555983","22.990996, 72.636387",53 km/h,25 mins,Early
GJ-01-UY-0106,942B,Ghatlodia,S. Bopal,22.982284,72.570154,"23.134837, 72.471293","23.040703, 72.622982",28 km/h,13 mins,On Time
GJ-01-BQ-8839,943B,Ghatlodia,Sabarmati,23.042294,72.636299,"23.127842, 72.548531","23.124696, 72.620880",42 km/h,10 mins,Traffic
GJ-01-BA-1949,944C,Ghatlodia,Isanpur,23.132425,72.607261,"23.062349, 72.491348","23.056885, 72.555139",36 km/h,20 mins,Delayed
GJ-01-RJ-8593,945D,Ghatlodia,Sola,22.987384,72.502531,"22.972638, 72.483335","23.097525, 72.593212",52 km/h,10 mins,Early
GJ-01-JR-3707,946B,Ghatlodia,Prahladnagar,22.976426,72.579267,"23.125430, 72.581132","23.140277, 72.552966",49 km/h,5 mins,Early
GJ-01-WK-4000,947C,Ghatlodia,Chandlodia,23.072594,72.452495,"23.054406, 72.635267","22.983561, 72.465404",35 km/h,18 mins,Early
GJ-01-RD-6581,948A,Ghatlodia,Jaimangal,22.954793,72.451685,"23.063477, 72.504480","23.038899, 72.524684",56 km/h,17 mins,On Time
GJ-01-EP-6704,949B,Ghatlodia,Narol,23.103775,72.565981,"23.128826, 72.473689","23.023464, 72.453256",28 km/h,2 mins,On Time
GJ-01-UE-5266,950C,Ghatlodia,Nikol,23.064385,72.497863,"23.002964, 72.468965","23.050212, 72.460095",27 km/h,16 mins,Early
GJ-01-EB-1860,951A,Vaishnodevi,Ghuma,23.0374,72.527238,"22.950876, 72.648838","23.117576, 72.549557",18 km/h,9 mins,Traffic
GJ-01-XS-1605,952B,Vaishnodevi,Maninagar,22.999286,72.579332,"23.064175, 72.583871","23.011773, 72.566723",27 km/h,18 mins,On Time
GJ-01-DP-1751,953A,Vaishnodevi,Bhadaj,23.039957,72.623117,"23.143395, 72.461490","23.116927, 72.503681",15 km/h,16 mins,Delayed
GJ-01-EM-6852,954B,Vaishnodevi,RTO,23.053606,72.452818,"23.135447, 72.622035","23.016179, 72.596421",54 km/h,3 mins,Traffic
GJ-01-UE-4538,955C,Vaishnodevi,LD Engg,23.040035,72.583571,"23.033151, 72.543874","23.140935, 72.484592",43 km/h,11 mins,On Time
GJ-01-IR-4793,956,Vaishnodevi,Vasna,22.96605,72.602479,"23.120299, 72.630910","22.998241, 72.570538",16 km/h,10 mins,Delayed
GJ-01-YG-9397,957B,Vaishnodevi,RTO (C),23.102333,72.621275,"23.066984, 72.493708","23.130921, 72.609288",19 km/h,13 mins,On Time
GJ-01-NT-0396,958A,Vaishnodevi,Lal Darwaja,23.034626,72.51997,"22.951291, 72.460177","23.081251, 72.586097",39 km/h,20 mins,Delayed
GJ-01-EE-5124,959B,Vaishnodevi,Kalupur,23.035184,72.602487,"23.035965, 72.583006","23.056620, 72.539444",41 km/h,18 mins,Traffic
GJ-01-ZB-5560,960A,Vaishnodevi,Chandkheda,23.002706,72.577371,"23.143539, 72.638349","23.093877, 72.586624",16 km/h,25 mins,Delayed
GJ-01-JO-0885,961D,Vaishnodevi,Hanspura,23.033656,72.623013,"22.962737, 72.562077","23.079319, 72.458215",23 km/h,13 mins,On Time
GJ-01-VL-4939,962A,Vaishnodevi,Gota,23.087551,72.495657,"23.033703, 72.507577","22.976625, 72.458670",38 km/h,13 mins,On Time
GJ-01-JP-6794,963C,Vaishnodevi,Ranip,22.999075,72.562688,"23.073252, 72.594505","23.060441, 72.548568",15 km/h,16 mins,On Time
GJ-01-TK-3346,964D,Vaishnodevi,Sarkhej,22.967231,72.495434,"23.120466, 72.628552","23.024882, 72.598901",34 km/h,3 mins,Traffic
GJ-01-PQ-0829,965,Vaishnodevi,Iskcon,23.123138,72.516533,"23.063114, 72.486555","23.093793, 72.468515",40 km/h,5 mins,On Time
GJ-01-XK-4041,966A,Vaishnodevi,Nehrunagar,23.017127,72.515335,"22.998379, 72.486518","23.132540, 72.450712",26 km/h,18 mins,Early
GJ-01-CJ-8021,967D,Vaishnodevi,Sarangpur,23.032239,72.58373,"23.013968, 72.623543","22.993352, 72.530414",53 km/h,24 mins,On Time
GJ-01-PE-3683,968B,Vaishnodevi,Vadaj,23.026159,72.498289,"22.963960, 72.505269","23.028635, 72.541300",37 km/h,15 mins,Early
GJ-01-DX-2064,969,Vaishnodevi,Odhav,23.036791,72.548058,"22.980908, 72.613320","22.959463, 72.584025",31 km/h,6 mins,On Time
GJ-01-TO-0809,970C,Vaishnodevi,Sarthi,23.03845,72.611284,"23.132041, 72.622566","23.093749, 72.516358",17 km/h,11 mins,Early
GJ-01-MH-1472,971C,Vaishnodevi,Airport,22.994863,72.493751,"23.013027, 72.561391","23.117128, 72.549874",23 km/h,15 mins,On Time
GJ-01-WB-8709,972A,Vaishnodevi,Amba Town,23.010897,72.608085,"23.103341, 72.511412","23.068822, 72.521024",60 km/h,13 mins,Early
GJ-01-OE-4518,973D,Vaishnodevi,Dahegam,23.112213,72.593755,"23.064567, 72.546364","22.971111, 72.598482",20 km/h,23 mins,Traffic
GJ-01-RC-7168,974C,Vaishnodevi,Bopal,23.132857,72.584405,"22.967856, 72.520804","22.996262, 72.596732",23 km/h,22 mins,Traffic
GJ-01-UX-1460,975A,Vaishnodevi,Ghatlodia,23.054618,72.487492,"23.016787, 72.539868","23.033303, 72.477922",53 km/h,14 mins,Delayed
GJ-01-YR-0112,976A,Vaishnodevi,Science City,23.074802,72.555739,"23.001974, 72.503459","22.981123, 72.463974",40 km/h,13 mins,Delayed
GJ-01-WR-5974,977,Vaishnodevi,Memnagar,23.094885,72.524554,"23.136210, 72.639398","23.058691, 72.526971",19 km/h,8 mins,On Time
GJ-01-VC-7296,978B,Vaishnodevi,CTM,23.106912,72.576969,"22.998722, 72.545542","23.002725, 72.598627",26 km/h,17 mins,Delayed
GJ-01-XW-9424,979D,Vaishnodevi,Naroda,23.125469,72.495178,"23.136365, 72.473822","23.040063, 72.527953",35 km/h,3 mins,Traffic
GJ-01-YR-7417,980,Vaishnodevi,S. Bopal,23.075387,72.587763,"23.004837, 72.487111","23.028606, 72.473226",15 km/h,13 mins,On Time
GJ-01-VD-4837,981B,Vaishnodevi,Sabarmati,23.027106,72.600124,"22.952582, 72.451388","23.048228, 72.622821",57 km/h,14 mins,Early
GJ-01-HW-1433,982B,Vaishnodevi,Isanpur,23.108033,72.510818,"22.996780, 72.453782","23.136249, 72.473032",55 km/h,23 mins,Traffic
GJ-01-DQ-4144,983A,Vaishnodevi,Sola,23.039412,72.530925,"22.974637, 72.524365","23.055217, 72.608203",42 km/h,19 mins,Delayed
GJ-01-EF-6770,984C,Vaishnodevi,Prahladnagar,23.056065,72.599179,"23.054020, 72.576693","22.984425, 72.550381",22 km/h,6 mins,On Time
GJ-01-TB-1578,985A,Vaishnodevi,Chandlodia,22.971943,72.626872,"23.072025, 72.583436","23.079593, 72.626075",53 km/h,8 mins,Traffic
GJ-01-OK-3288,986D,Vaishnodevi,Jaimangal,23.122769,72.579231,"23.136998, 72.495930","23.139908, 72.470073",20 km/h,3 mins,On Time
GJ-01-CJ-7786,987C,Vaishnodevi,Narol,22.965727,72.639829,"23.082371, 72.621309","23.021640, 72.604784",55 km/h,9 mins,Delayed
GJ-01-CZ-4339,988C,Vaishnodevi,Nikol,23.133185,72.496998,"23.003333, 72.618147","23.091218, 72.603203",50 km/h,2 mins,Traffic
GJ-01-AE-5076,989B,Science City,Ghuma,23.106371,72.608495,"23.147631, 72.596410","22.997027, 72.503921",45 km/h,25 mins,Early
GJ-01-HA-4435,990C,Science City,Maninagar,23.041133,72.554699,"23.050797, 72.609019","22.954036, 72.451943",16 km/h,5 mins,On Time
GJ-01-ZM-0980,991D,Science City,Bhadaj,23.070294,72.457782,"23.039920, 72.506684","22.983230, 72.584725",60 km/h,18 mins,Traffic
GJ-01-QF-0620,992D,Science City,RTO,23.122081,72.624625,"23.093856, 72.595313","23.082137, 72.510531",38 km/h,2 mins,Early
GJ-01-XX-9767,993C,Science City,LD Engg,23.070704,72.584893,"23.089102, 72.594455","22.983897, 72.461927",22 km/h,4 mins,Delayed
GJ-01-UR-5037,994A,Science City,Vasna,23.104765,72.535108,"22.998985, 72.560613","23.126263, 72.612054",21 km/h,24 mins,Delayed
GJ-01-GR-0397,995A,Science City,RTO (C),23.009857,72.493463,"23.038802, 72.545656","23.017279, 72.488484",17 km/h,12 mins,Traffic
GJ-01-QI-5381,996A,Science City,Lal Darwaja,22.951569,72.465522,"23.068491, 72.614808","23.108706, 72.531135",48 km/h,11 mins,Traffic
GJ-01-RS-6314,997,Science City,Kalupur,23.117259,72.505114,"23.112049, 72.640539","22.969302, 72.539324",46 km/h,9 mins,Traffic
GJ-01-KB-3409,998B,Science City,Chandkheda,23.06824,72.622168,"23.089317, 72.612006","23.131323, 72.568540",27 km/h,25 mins,Traffic
GJ-01-SO-4352,999B,Science City,Hanspura,22.962997,72.594223,"22.979064, 72.531633","23.037859, 72.541429",44 km/h,23 mins,Traffic
GJ-01-ZW-5804,1000B,Science City,Gota,22.970846,72.512127,"23.102872, 72.474852","23.103662, 72.630164",52 km/h,13 mins,On Time
GJ-01-VN-7521,1001C,Science City,Ranip,23.13127,72.544307,"23.069231, 72.585953","23.117629, 72.487447",56 km/h,4 mins,On Time
GJ-01-LA-4766,1002A,Science City,Sarkhej,23.134677,72.552772,"23.005232, 72.489312","22.957079, 72.623255",46 km/h,13 mins,Traffic
GJ-01-IF-9164,1003A,Science City,Iskcon,22.957632,72.506522,"22.959600, 72.587427","23.001621, 72.538601",28 km/h,14 mins,On Time
GJ-01-AY-6255,1004,Science City,Nehrunagar,23.058597,72.475919,"23.131336, 72.514788","23.068429, 72.514735",26 km/h,9 mins,Delayed
GJ-01-MZ-1048,1005,Science City,Sarangpur,22.989779,72.606708,"23.054132, 72.575225","23.095770, 72.461667",59 km/h,6 mins,On Time
GJ-01-IC-6665,1006C,Science City,Vadaj,23.110421,72.575062,"23.106987, 72.646268","23.070925, 72.624826",17 km/h,16 mins,Delayed
GJ-01-AG-5164,1007A,Science City,Odhav,22.953957,72.52555,"22.958243, 72.473503","23.045884, 72.458691",51 km/h,21 mins,Delayed
GJ-01-LV-9182,1008C,Science City,Sarthi,23.118089,72.584973,"22.999697, 72.529664","22.967135, 72.602478",15 km/h,15 mins,Traffic
GJ-01-GF-1490,1009B,Science City,Airport,23.131604,72.627392,"23.122679, 72.480441","23.148558, 72.624630",55 km/h,20 mins,Early
GJ-01-VH-6801,1010B,Science City,Amba Town,22.984223,72.518552,"23.027164, 72.626503","23.008141, 72.457748",60 km/h,7 mins,Traffic
GJ-01-MT-4317,1011,Science City,Dahegam,22.964908,72.558455,"23.139830, 72.616842","22.965231, 72.645500",30 km/h,25 mins,Traffic
GJ-01-FA-8392,1012A,Science City,Bopal,23.056635,72.467469,"22.967541, 72.586108","23.069462, 72.632292",31 km/h,9 mins,Delayed
GJ-01-KY-3083,1013,Science City,Ghatlodia,23.080286,72.599293,"23.075112, 72.492063","22.958679, 72.614207",52 km/h,9 mins,On Time
GJ-01-XD-7733,1014,Science City,Vaishnodevi,23.144203,72.544455,"22.973445, 72.477854","23.052719, 72.608957",22 km/h,12 mins,Traffic
GJ-01-VR-3049,1015D,Science City,Memnagar,23.070426,72.472878,"23.061016, 72.475145","23.086875, 72.580491",45 km/h,8 mins,Delayed
GJ-01-OY-9216,1016,Science City,CTM,22.981729,72.603959,"22.970711, 72.623215","23.069509, 72.503987",52 km/h,3 mins,Early
GJ-01-ZE-2394,1017,Science City,Naroda,23.117248,72.569869,"23.054443, 72.452478","23.014179, 72.507490",35 km/h,6 mins,Early
GJ-01-JE-4598,1018B,Science City,S. Bopal,22.982329,72.556913,"23.133655, 72.455736","22.959461, 72.582455",40 km/h,4 mins,On Time
GJ-01-YS-0260,1019D,Science City,Sabarmati,22.980174,72.541665,"23.029314, 72.622529","23.027492, 72.629721",31 km/h,10 mins,Traffic
GJ-01-DY-5749,1020C,Science City,Isanpur,23.14629,72.462236,"23.132182, 72.645616","22.976372, 72.621885",36 km/h,2 mins,Early
GJ-01-VI-2268,1021B,Science City,Sola,23.073648,72.473296,"22.967671, 72.623557","23.066164, 72.563187",27 km/h,25 mins,Early
GJ-01-YM-8515,1022A,Science City,Prahladnagar,23.082211,72.504381,"23.100678, 72.587465","23.099821, 72.462938",31 km/h,5 mins,On Time
GJ-01-FP-5067,1023C,Science City,Chandlodia,23.134579,72.556272,"22.987357, 72.621002","23.139718, 72.602361",28 km/h,9 mins,Delayed
GJ-01-XP-1233,1024A,Science City,Jaimangal,23.006653,72.50226,"23.043056, 72.614034","23.024084, 72.513497",57 km/h,16 mins,On Time
GJ-01-LQ-8387,1025,Science City,Narol,22.995782,72.568608,"22.988746, 72.611346","23.016794, 72.538029",55 km/h,10 mins,On Time
GJ-01-EG-0532,1026A,Science City,Nikol,23.074752,72.584643,"23.012857, 72.591756","23.016836, 72.474311",50 km/h,20 mins,Early
GJ-01-UC-7570,1027C,Memnagar,Ghuma,23.070053,72.610939,"22.980150, 72.490253","23.009922, 72.451939",56 km/h,7 mins,Delayed
GJ-01-OE-1154,1028D,Memnagar,Maninagar,23.144347,72.507314,"23.058088, 72.573950","23.051727, 72.609689",33 km/h,5 mins,On Time
GJ-01-HO-8311,1029A,Memnagar,Bhadaj,23.049032,72.561346,"23.044099, 72.640874","23.041754, 72.476182",45 km/h,10 mins,Traffic
GJ-01-MT-7856,1030D,Memnagar,RTO,22.980579,72.47982,"23.109054, 72.501091","23.123357, 72.597886",19 km/h,2 mins,Traffic
GJ-01-YD-1978,1031B,Memnagar,LD Engg,23.080305,72.615837,"23.064302, 72.559304","23.116386, 72.645405",53 km/h,23 mins,On Time
GJ-01-MQ-7340,1032B,Memnagar,Vasna,23.042856,72.563198,"23.123064, 72.474882","23.135555, 72.592302",53 km/h,4 mins,Traffic
GJ-01-XV-7709,1033C,Memnagar,RTO (C),23.042438,72.588467,"23.066720, 72.512737","23.060042, 72.450153",45 km/h,18 mins,On Time
GJ-01-XW-8470,1034,Memnagar,Lal Darwaja,23.028768,72.539441,"22.968371, 72.467840","23.138438, 72.614516",41 km/h,10 mins,Traffic
GJ-01-NG-7226,1035D,Memnagar,Kalupur,23.020339,72.577136,"23.039694, 72.571289","23.120748, 72.516993",48 km/h,13 mins,Traffic
GJ-01-QW-6451,1036,Memnagar,Chandkheda,22.98438,72.52079,"22.967875, 72.464900","22.966010, 72.565929",44 km/h,20 mins,Traffic
GJ-01-YZ-3034,1037B,Memnagar,Hanspura,22.962514,72.594759,"23.087223, 72.507415","22.951038, 72.494009",43 km/h,10 mins,On Time
GJ-01-UY-6815,1038D,Memnagar,Gota,23.006535,72.521821,"22.974210, 72.495319","22.979421, 72.603098",50 km/h,25 mins,Traffic
GJ-01-EJ-7306,1039C,Memnagar,Ranip,23.086235,72.610209,"23.083110, 72.554426","23.074383, 72.568877",48 km/h,5 mins,Traffic
GJ-01-GU-8993,1040,Memnagar,Sarkhej,23.011971,72.592731,"22.959295, 72.516294","23.124728, 72.612999",28 km/h,7 mins,Traffic
GJ-01-AA-3221,1041D,Memnagar,Iskcon,23.006815,72.549651,"23.018501, 72.590266","22.998956, 72.481921",59 km/h,6 mins,On Time
GJ-01-UC-9832,1042B,Memnagar,Nehrunagar,23.114552,72.643417,"23.124696, 72.480262","23.096829, 72.503716",31 km/h,22 mins,On Time
GJ-01-WE-5037,1043A,Memnagar,Sarangpur,23.108035,72.463589,"23.129997, 72.608578","23.002221, 72.484389",20 km/h,4 mins,On Time
GJ-01-AM-0755,1044D,Memnagar,Vadaj,23.063772,72.521976,"23.005017, 72.622462","23.013984, 72.460127",49 km/h,12 mins,Delayed
GJ-01-AG-9493,1045B,Memnagar,Odhav,23.113382,72.630906,"22.972312, 72.480874","23.112358, 72.532097",47 km/h,19 mins,Traffic
GJ-01-IR-6084,1046D,Memnagar,Sarthi,23.139822,72.598201,"23.076182, 72.639172","23.008150, 72.464596",44 km/h,22 mins,Traffic
GJ-01-FG-6957,1047A,Memnagar,Airport,23.145826,72.452845,"22.978111, 72.571459","23.129784, 72.510655",53 km/h,8 mins,Early
GJ-01-ZM-4193,1048D,Memnagar,Amba Town,23.037156,72.577577,"23.027843, 72.562564","23.081969, 72.517254",40 km/h,16 mins,On Time
GJ-01-GB-3657,1049B,Memnagar,Dahegam,23.107371,72.501912,"23.051743, 72.453022","23.149850, 72.527485",54 km/h,23 mins,Delayed
GJ-01-VU-5456,1050B,Memnagar,Bopal,22.955673,72.554837,"22.981225, 72.611366","22.967133, 72.595530",15 km/h,8 mins,Delayed
GJ-01-DR-4062,1051A,Memnagar,Ghatlodia,23.034439,72.531035,"23.032315, 72.559345","23.108764, 72.579103",19 km/h,22 mins,On Time
GJ-01-KA-2116,1052A,Memnagar,Vaishnodevi,23.122891,72.56996,"23.015858, 72.459011","23.087078, 72.587754",59 km/h,8 mins,Traffic
GJ-01-LA-4482,1053B,Memnagar,Science City,22.975293,72.465491,"22.961065, 72.492225","23.115579, 72.612252",54 km/h,14 mins,Early
GJ-01-YY-2593,1054C,Memnagar,CTM,23.009469,72.579731,"23.104344, 72.503045","23.059750, 72.509885",29 km/h,12 mins,Early
GJ-01-ET-1767,1055D,Memnagar,Naroda,23.149473,72.521605,"23.098651, 72.546992","23.099517, 72.453101",26 km/h,21 mins,Delayed
GJ-01-LI-0900,1056C,Memnagar,S. Bopal,23.03981,72.504659,"23.011584, 72.466119","23.065255, 72.607782",59 km/h,13 mins,Early
GJ-01-TG-7001,1057,Memnagar,Sabarmati,23.144858,72.514626,"22.997831, 72.540202","23.045856, 72.506199",36 km/h,2 mins,Early
GJ-01-XN-5962,1058C,Memnagar,Isanpur,23.027834,72.493342,"23.131889, 72.571358","22.985985, 72.562016",30 km/h,23 mins,Delayed
GJ-01-IR-7620,1059D,Memnagar,Sola,22.992661,72.486061,"23.020125, 72.494195","22.975976, 72.476039",48 km/h,6 mins,Traffic
GJ-01-KI-2154,1060A,Memnagar,Prahladnagar,23.014917,72.588743,"23.031309, 72.635069","23.096277, 72.578800",47 km/h,17 mins,Early
GJ-01-IP-2742,1061,Memnagar,Chandlodia,23.119867,72.512121,"23.116478, 72.569901","23.110289, 72.486074",53 km/h,8 mins,Delayed
GJ-01-MA-7627,1062B,Memnagar,Jaimangal,23.119572,72.588982,"22.980486, 72.567168","23.025134, 72.603509",42 km/h,13 mins,Delayed
GJ-01-XD-5358,1063,Memnagar,Narol,23.122909,72.625988,"23.144456, 72.549262","23.077248, 72.628067",47 km/h,3 mins,On Time
GJ-01-GS-1268,1064D,Memnagar,Nikol,22.999425,72.485237,"22.954218, 72.458210","23.087958, 72.641447",45 km/h,19 mins,Delayed
GJ-01-MZ-3704,1065B,CTM,Ghuma,23.090806,72.463613,"23.005132, 72.531396","23.010843, 72.494946",26 km/h,2 mins,On Time
GJ-01-AA-5136,1066C,CTM,Maninagar,23.047205,72.472468,"23.111016, 72.639633","23.074139, 72.527137",56 km/h,8 mins,Delayed
GJ-01-PQ-5413,1067C,CTM,Bhadaj,23.109783,72.568456,"23.086821, 72.537963","22.975811, 72.644363",36 km/h,8 mins,Delayed
GJ-01-AJ-7785,1068C,CTM,RTO,22.984657,72.602221,"23.074717, 72.517092","23.069467, 72.525928",34 km/h,2 mins,On Time
GJ-01-OE-9292,1069,CTM,LD Engg,23.063669,72.483578,"23.076437, 72.474937","22.991646, 72.586234",45 km/h,23 mins,Early
GJ-01-OL-2031,1070A,CTM,Vasna,23.072835,72.554496,"22.955647, 72.628632","22.965936, 72.473305",22 km/h,19 mins,On Time
GJ-01-KD-9363,1071,CTM,RTO (C),22.970052,72.482561,"23.020532, 72.497385","23.038765, 72.609023",54 km/h,23 mins,Traffic
GJ-01-PI-9209,1072A,CTM,Lal Darwaja,23.138385,72.456209,"23.064130, 72.490848","23.127499, 72.615271",26 km/h,10 mins,Traffic
GJ-01-JM-3996,1073C,CTM,Kalupur,23.074453,72.59636,"23.042752, 72.561452","22.980227, 72.636321",20 km/h,13 mins,Traffic
GJ-01-RA-4193,1074C,CTM,Chandkheda,23.124078,72.525279,"23.112971, 72.526463","22.986944, 72.624652",50 km/h,11 mins,Traffic
GJ-01-OJ-7525,1075,CTM,Hanspura,22.974582,72.525758,"22.961323, 72.547064","23.131944, 72.550098",29 km/h,5 mins,Traffic
GJ-01-RF-2443,1076,CTM,Gota,23.003471,72.586734,"22.968166, 72.558679","22.996158, 72.464871",41 km/h,16 mins,Traffic
GJ-01-HY-0015,1077,CTM,Ranip,23.134501,72.514854,"23.100276, 72.539173","23.101074, 72.631196",31 km/h,5 mins,On Time
GJ-01-SK-3108,1078C,CTM,Sarkhej,23.047702,72.49759,"22.997010, 72.471432","23.032435, 72.522093",47 km/h,20 mins,Early
GJ-01-ZI-1844,1079D,CTM,Iskcon,22.956069,72.626407,"23.135953, 72.548862","22.995691, 72.637705",57 km/h,7 mins,Delayed
GJ-01-CI-0111,1080C,CTM,Nehrunagar,23.011391,72.629217,"23.011404, 72.525556","23.040554, 72.515240",27 km/h,3 mins,Traffic
GJ-01-WX-5471,1081D,CTM,Sarangpur,23.018757,72.596686,"23.001254, 72.553653","23.040795, 72.457883",34 km/h,7 mins,Traffic
GJ-01-NZ-6987,1082C,CTM,Vadaj,23.065118,72.528292,"23.078877, 72.556845","22.984779, 72.515767",50 km/h,2 mins,Traffic
GJ-01-JA-5901,1083C,CTM,Odhav,23.033849,72.591104,"23.075273, 72.496889","23.095718, 72.493746",43 km/h,17 mins,On Time
GJ-01-NT-0751,1084C,CTM,Sarthi,23.133514,72.589478,"22.980575, 72.498849","23.075534, 72.498658",30 km/h,20 mins,Early
GJ-01-ED-3510,1085B,CTM,Airport,23.006109,72.485933,"23.109436, 72.459859","23.001922, 72.531471",34 km/h,2 mins,Early
GJ-01-ZA-8228,1086A,CTM,Amba Town,22.962874,72.54302,"22.963837, 72.494271","22.956613, 72.459287",24 km/h,16 mins,Early
GJ-01-LP-8761,1087D,CTM,Dahegam,22.998088,72.568182,"22.958694, 72.611307","23.069791, 72.511620",37 km/h,21 mins,On Time
GJ-01-PP-0104,1088B,CTM,Bopal,23.112295,72.478191,"23.115701, 72.591931","23.124005, 72.486416",30 km/h,23 mins,Delayed
GJ-01-MC-9476,1089B,CTM,Ghatlodia,23.126717,72.627101,"23.061952, 72.555965","23.147299, 72.626394",49 km/h,19 mins,Early
GJ-01-KG-8516,1090D,CTM,Vaishnodevi,22.990423,72.523744,"23.145678, 72.549776","23.104489, 72.645585",18 km/h,22 mins,On Time
GJ-01-NF-9245,1091B,CTM,Science City,23.029115,72.554106,"23.119584, 72.645688","23.049764, 72.594573",48 km/h,3 mins,Traffic
GJ-01-FD-5173,1092B,CTM,Memnagar,23.136419,72.646254,"23.026977, 72.550029","23.029953, 72.576951",16 km/h,21 mins,Traffic
GJ-01-ST-1815,1093B,CTM,Naroda,23.040831,72.533528,"23.104229, 72.547035","23.054506, 72.468527",35 km/h,22 mins,Early
GJ-01-FD-0998,1094C,CTM,S. Bopal,23.077033,72.530948,"23.001793, 72.628181","23.137018, 72.460959",58 km/h,5 mins,Traffic
GJ-01-OK-1699,1095B,CTM,Sabarmati,23.089864,72.578363,"23.000363, 72.561049","22.958528, 72.640492",53 km/h,17 mins,Delayed
GJ-01-OM-5416,1096,CTM,Isanpur,22.96094,72.479389,"22.952334, 72.542148","23.059002, 72.535008",34 km/h,11 mins,On Time
GJ-01-TZ-6342,1097C,CTM,Sola,23.041458,72.636281,"23.014024, 72.478132","23.117165, 72.531669",34 km/h,11 mins,On Time
GJ-01-TW-1542,1098C,CTM,Prahladnagar,22.983488,72.501404,"23.080963, 72.605591","23.029989, 72.588692",15 km/h,17 mins,Traffic
GJ-01-PK-7122,1099C,CTM,Chandlodia,22.995017,72.451517,"22.999316, 72.631991","23.000613, 72.531261",30 km/h,6 mins,Early
GJ-01-CR-0017,1100,CTM,Jaimangal,23.034667,72.594877,"22.964625, 72.626726","23.020196, 72.462234",23 km/h,8 mins,Traffic
GJ-01-OY-4221,1101,CTM,Narol,23.052037,72.61401,"23.056052, 72.644453","23.138687, 72.637077",33 km/h,6 mins,Traffic
GJ-01-VP-8136,1102A,CTM,Nikol,23.04245,72.545581,"22.989423, 72.536401","22.956906, 72.509680",15 km/h,25 mins,Early
GJ-01-JF-8256,1103A,Naroda,Ghuma,22.977313,72.482566,"23.113895, 72.569911","23.128552, 72.540873",32 km/h,12 mins,On Time
GJ-01-BT-8140,1104D,Naroda,Maninagar,23.128818,72.584492,"23.140248, 72.601959","23.114145, 72.606288",15 km/h,5 mins,Traffic
GJ-01-HK-5548,1105D,Naroda,Bhadaj,23.051815,72.533089,"23.047785, 72.596792","23.092718, 72.607693",27 km/h,4 mins,Traffic
GJ-01-SX-6376,1106C,Naroda,RTO,22.978003,72.624665,"22.950906, 72.511045","23.104567, 72.624171",25 km/h,21 mins,Traffic
GJ-01-DJ-4534,1107A,Naroda,LD Engg,23.030868,72.477985,"23.090104, 72.473498","22.990921, 72.455907",19 km/h,25 mins,Early
GJ-01-VL-3253,1108A,Naroda,Vasna,23.097648,72.460251,"23.126294, 72.630097","23.097521, 72.471750",57 km/h,13 mins,Early
GJ-01-CD-3479,1109A,Naroda,RTO (C),22.98377,72.504545,"23.103253, 72.535978","23.051356, 72.547634",18 km/h,7 mins,Delayed
